"archive_path","uncompressed_bytes","extension","preliminary_classification","classification_reason","public_repository_action","final_decision","reviewer_notes"
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/arch_probs_stage3_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/arch_probs_stage3_reduce_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/final_ops_normal.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/final_ops_reduce.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/final_switches_normal.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/final_switches_reduce.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/genotype.json","1072",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/genotype.txt","417",".txt","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/run_args.json","1211",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/search.log","37946",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage1_switches_normal.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage1_switches_reduce.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage1_weights.pt","3025416",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage2_switches_normal.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage2_switches_reduce.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage2_weights.pt","3520710",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage3_switches_normal.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage3_switches_reduce.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed1__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-064002/stage3_weights.pt","2691362",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_final_normal.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_final_reduce.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage1_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage1_normal_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage1_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage1_reduce_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage2_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage2_normal_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage2_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage2_reduce_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage3_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage3_normal_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage3_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/arch_probs_stage3_reduce_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/final_ops_normal.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/final_ops_reduce.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/final_switches_normal.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/final_switches_reduce.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/genotype.json","1072",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/genotype.txt","417",".txt","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/run_args.json","1211",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/search.log","37962",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage1_switches_normal.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage1_switches_reduce.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage1_weights.pt","3025416",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage2_switches_normal.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage2_switches_reduce.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage2_weights.pt","3870078",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage3_switches_normal.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage3_switches_reduce.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n6__seed2__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-170008/stage3_weights.pt","2847794",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/arch_probs_stage1_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/arch_probs_stage1_normal_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/arch_probs_stage1_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/arch_probs_stage1_reduce_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/run_args.json","1211",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/search.log","19739",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/stage1_switches_normal.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/stage1_switches_reduce.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/128/ISIC_search__ISIC2019__n8__seed0__img32__bs128__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251221-033702/stage1_weights.pt","5526094",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/_BATCH_LEDGER.csv","4832",".csv","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/256/_SEARCH_LEDGER.csv","4901",".csv","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_final_normal.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_final_reduce.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage1_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage1_normal_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage1_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage1_reduce_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage2_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage2_normal_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage2_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage2_reduce_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage3_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage3_normal_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage3_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/arch_probs_stage3_reduce_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/final_ops_normal.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/final_ops_reduce.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/final_switches_normal.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/final_switches_reduce.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/genotype.json","1072",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/genotype.txt","417",".txt","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/run_args.json","1211",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/search.log","32458",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/256/ISIC_search__ISIC2019__n6__seed0__img32__bs256__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201622/stage1_switches_normal.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
